Index,Index,Force_heel,Position_thigh,Velocity_thigh,Position_torso,Velocity_torso
-0.529674593,0.848200935,62.20676041,-0.00677251,-0.157733098,0.01095068,0.026156519
-0.540640818,0.841253533,62.20676041,-0.008133168,-0.167843238,0.010803517,0.02456018
-0.551515932,0.834164358,61.60084915,-0.00965767,-0.177953392,0.010594524,0.025092293
-0.562298097,0.826934611,61.60084915,-0.01128071,-0.185402974,0.010453694,0.027220745
-0.572985506,0.819565501,60.79296875,-0.012932135,-0.192320436,0.010229701,0.029349197
-0.583576353,0.812058274,60.38903046,-0.014652269,-0.193384662,0.010041301,0.035202436
-0.594068848,0.804414199,60.38903046,-0.016284285,-0.197109446,0.009877595,0.038395114
-0.604461233,0.796634557,59.37918091,-0.017863639,-0.202430576,0.0096355,0.041055679
-0.614751752,0.788720663,59.37918091,-0.019368134,-0.209348038,0.009422521,0.04531258
-0.62493867,0.780673849,58.9752388,-0.020743322,-0.208815932,0.009344651,0.050101597
-0.635020265,0.772495477,58.9752388,-0.02205831,-0.208815932,0.009330882,0.057551172
-0.644994849,0.764186917,57.96538925,-0.023326209,-0.213604942,0.009348168,0.062340189
-0.654860736,0.755749573,57.96538925,-0.024489596,-0.216265514,0.009414565,0.070321888
-0.664616257,0.74718487,57.35948181,-0.025531271,-0.21679762,0.009615256,0.074578792
-0.67425978,0.738494245,57.35948181,-0.026405454,-0.213604942,0.009832397,0.075110897
-0.683789673,0.729679165,57.35948181,-0.027278703,-0.210412264,0.009977954,0.077771455
-0.693204326,0.72074112,56.9555397,-0.027999511,-0.207219586,0.010172054,0.080964133
-0.702502162,0.711681609,56.9555397,-0.028604198,-0.205091149,0.010217866,0.082028359
-0.711681609,0.702502162,56.9555397,-0.029093681,-0.199237898,0.010237536,0.080432028
-0.72074112,0.693204326,56.9555397,-0.029510267,-0.191788316,0.010200772,0.081496254
-0.729679165,0.683789673,56.34962845,-0.029911986,-0.189127758,0.010236902,0.084156811
-0.738494245,0.67425978,56.34962845,-0.030280324,-0.19125621,0.010263322,0.089477941
-0.74718487,0.664616257,55.13780975,-0.030512424,-0.192852542,0.010328236,0.092670619
-0.755749573,0.654860736,55.3397789,-0.03074914,-0.194980994,0.010356801,0.096395403
-0.764186917,0.644994849,55.3397789,-0.030953392,-0.194980994,0.010298032,0.096395403
-0.772495477,0.635020265,54.5318985,-0.030997915,-0.19072409,0.010140829,0.085221037
-0.780673849,0.62493867,54.5318985,-0.030957643,-0.185402974,0.010128231,0.091606393
-0.788720663,0.614751752,53.11811066,-0.03078207,-0.17529282,0.010114299,0.092670619
-0.796634557,0.604461233,53.11811066,-0.030643186,-0.166246906,0.010042707,0.08788161
-0.804414199,0.594068848,52.31023026,-0.030643186,-0.166246906,0.010042707,0.085221037
-0.812058274,0.583576353,52.31023026,-0.030344797,-0.163586348,0.009860978,0.080964133
-0.819565501,0.572985506,51.30038071,-0.029831253,-0.160925776,0.009676818,0.075643003
-0.826934611,0.562298097,50.8964386,-0.029346639,-0.155604646,0.0095764,0.074046671
-0.834164358,0.551515932,50.8964386,-0.029085902,-0.154008314,0.009278902,0.071386114
-0.841253533,0.540640818,50.69446945,-0.028870527,-0.15454042,0.008923077,0.063404411
-0.848200935,0.529674593,50.69446945,-0.028689722,-0.154008314,0.00850933,0.061808076
-0.855005391,0.51861911,50.29053116,-0.028432753,-0.15507254,0.008062963,0.059679624
-0.861665762,0.507476221,50.29053116,-0.028362887,-0.157733098,0.007477033,0.052230045
-0.86818092,0.496247811,49.48265076,-0.028403725,-0.157733098,0.006861967,0.047973145
-0.874549769,0.48493577,49.48265076,-0.02844434,-0.153476194,0.006266155,0.050101597
-0.880771232,0.473542011,47.86688995,-0.028421607,-0.152411968,0.005510817,0.041055679
-0.886844267,0.462068444,46.85704041,-0.028526984,-0.157200992,0.004834357,0.033073984
-0.892767846,0.450517007,46.85704041,-0.028548431,-0.163054228,0.004179937,0.038395114
-0.898540969,0.438889652,45.84719086,-0.028452253,-0.1657148,0.003476207,0.03945934
-0.904162669,0.427188328,45.84719086,-0.028276961,-0.162522122,0.002799657,0.033073984
-0.909631996,0.415415012,44.83734131,-0.028047085,-0.158265203,0.002093309,0.026688632
-0.914948027,0.403571689,44.83734131,-0.02767776,-0.156136766,0.001448027,0.027752858
-0.920109865,0.391660359,44.02946091,-0.027227515,-0.143366054,0.0008386,0.027752858
-0.925116644,0.37968302,44.02946091,-0.026731109,-0.134852245,0.000290071,0.027752858
-0.929967518,0.367641694,43.22158051,-0.026146604,-0.130595341,-0.000234927,0.025092293
-0.934661668,0.355538418,43.01961136,-0.026146604,-0.130595341,-0.000234927,0.027752858
-0.939198306,0.343375219,43.01961136,-0.024848107,-0.12367788,-0.001178246,0.033606097
-0.943576667,0.331154153,42.61566925,-0.024261083,-0.117824644,-0.001722085,0.030945536
-0.94779601,0.318877286,42.61566925,-0.02390263,-0.11888887,-0.002249159,0.027752858
-0.951855628,0.306546674,41.80778885,-0.023520084,-0.120485201,-0.002921533,0.025624406
-0.955754835,0.294164401,41.80778885,-0.023244269,-0.121017307,-0.00358104,0.024028067
-0.959492974,0.281732554,41.20188141,-0.023032149,-0.124209985,-0.004322807,0.017642714
-0.963069414,0.269253235,41.20188141,-0.022823965,-0.123145759,-0.005305091,0.007000457
-0.966483554,0.256728533,40.99990845,-0.022775834,-0.124209985,-0.006229522,0.003807781
-0.969734818,0.244160567,40.39400101,-0.022814211,-0.125806332,-0.007215987,0.002211443
-0.972822657,0.23155146,40.39400101,-0.022923177,-0.126870558,-0.00809365,0.004339894
-0.975746552,0.218903324,40.19203186,-0.023157224,-0.123145759,-0.009047123,0.002211443
-0.978506011,0.206218298,40.19203186,-0.023381688,-0.125806332,-0.010018681,-0.003641798
-0.981100566,0.193498525,40.19203186,-0.023585388,-0.133255914,-0.011015973,-0.007366587
-0.983529783,0.180746137,40.19203186,-0.023698414,-0.134852245,-0.012009293,-0.0078987
-0.985793251,0.167963289,40.39400101,-0.023710907,-0.131127462,-0.013061896,-0.020137295
-0.987890589,0.155152135,40.39400101,-0.023769595,-0.135384366,-0.014011722,-0.02279786
-0.989821442,0.14231484,40.59597015,-0.023789912,-0.140173376,-0.015020572,-0.02492631
-0.991585486,0.129453555,41.40385056,-0.023669096,-0.145494506,-0.015992321,-0.023329971
-0.993182425,0.116570455,41.40385056,-0.023522336,-0.138577044,-0.016989108,-0.036100678
-0.994611987,0.103667715,41.6058197,-0.023522336,-0.138577044,-0.016989108,-0.039825469
-0.995873934,0.090747499,41.6058197,-0.023492713,-0.129531115,-0.018498566,-0.037697017
-0.996968051,0.077811989,41.80778885,-0.023969678,-0.14975141,-0.018984884,-0.036632791
-0.997894154,0.064863373,41.80778885,-0.024738206,-0.18114607,-0.019422438,-0.036632791
-0.998652088,0.051903819,41.80778885,-0.025376637,-0.192320436,-0.019866634,-0.047807161
-0.999241725,0.038935519,41.80778885,-0.025962902,-0.169439584,-0.020338662,-0.054724626
-0.999662965,0.025960656,41.20188141,-0.026655665,-0.135384366,-0.020765813,-0.054192513
-1.00E+00,0.012981425,39.58612061,-0.027807673,-0.126870558,-0.021214427,-0.048339274
-1,1.23E-16,39.58612061,-0.029532,-0.14975141,-0.021586971,-0.034504339
-1.00E+00,-0.012981425,37.36444855,-0.031533018,-0.18061395,-0.021830946,-0.031843774
-0.999662965,-0.025960656,37.36444855,-0.031533018,-0.18061395,-0.021830946,-0.034504339
-0.999241725,-0.038935519,34.7388382,-0.035758838,-0.204559028,-0.022109672,-0.048339274
-0.998652088,-0.051903819,34.7388382,-0.037804119,-0.209880158,-0.022168897,-0.060045756
-0.997894154,-0.064863373,31.5073204,-0.039838962,-0.217329741,-0.022371005,-0.077073365
-0.996968051,-0.077811989,31.5073204,-0.041573096,-0.213604942,-0.022516031,-0.089844078
-0.995873934,-0.090747499,27.66988945,-0.042926408,-0.20136635,-0.022767117,-0.09676154
-0.994611987,-0.103667715,25.0442791,-0.043871146,-0.18114607,-0.022887571,-0.093568861
-0.993182425,-0.116570455,25.0442791,-0.044286817,-0.157733098,-0.022794519,-0.090908304
-0.991585486,-0.129453555,22.82261086,-0.044358555,-0.127402663,-0.022512414,-0.087183505
-0.989821442,-0.14231484,22.82261086,-0.043981042,-0.096540123,-0.022084687,-0.083990827
-0.987890589,-0.155152135,21.00488091,-0.043313682,-0.071530819,-0.021487802,-0.087183505
-0.985793251,-0.167963289,21.00488091,-0.04231067,-0.048649974,-0.020847464,-0.088779852
-0.983529783,-0.180746137,18.78321075,-0.040864777,-0.025769122,-0.020219741,-0.09197253
-0.981100566,-0.193498525,18.78321075,-0.039050464,0.007753983,-0.019681035,-0.089311957
-0.978506011,-0.206218298,16.76350975,-0.036873832,0.043937657,-0.019243047,-0.088779852
-0.975746552,-0.218903324,14.13790035,-0.03460386,0.08171767,-0.018976228,-0.070155904
-0.972822657,-0.23155146,14.13790035,-0.03233996,0.11204809,-0.018765377,-0.070155904
-0.969734818,-0.244160567,10.09850025,-0.030082423,0.13280049,-0.018334392,-0.072816461
-0.966483554,-0.256728533,10.09850025,-0.027877983,0.149828106,-0.017803809,-0.076009139
-0.963069414,-0.269253235,5.857130051,-0.025839329,0.173241064,-0.017349878,-0.071752235
-0.959492974,-0.281732554,5.857130051,-0.023959115,0.193461344,-0.016841101,-0.071752235
-0.955754835,-0.294164401,3.6354599,-0.022289939,0.201443046,-0.016336862,-0.067495331
-0.951855628,-0.306546674,3.6354599,-0.020923572,0.198782474,-0.015759276,-0.060577869
-0.94779601,-0.318877286,1.81772995,-0.019779414,0.187076002,-0.015231458,-0.054192513
-0.943576667,-0.331154153,1.009850025,-0.018982051,0.18441543,-0.014657984,-0.051531952
-0.939198306,-0.343375219,1.009850025,-0.018424829,0.182286978,-0.014078048,-0.041421808
-0.934661668,-0.355538418,0.605910003,-0.018278226,0.172708943,-0.013467939,-0.036100678
-0.929967518,-0.367641694,0.605910003,-0.018303171,0.172176838,-0.012852915,-0.031311661
-0.925116644,-0.37968302,0.403939992,-0.018507304,0.1790943,-0.012286217,-0.028118987
-0.920109865,-0.391660359,0.403939992,-0.018817922,0.177497968,-0.011646552,-0.025990536
-0.914948027,-0.403571689,0.201969996,-0.018976109,0.171644717,-0.011003204,-0.024394197
-0.909631996,-0.415415012,0.201969996,-0.019020051,0.173241064,-0.010411114,-0.028118987
-0.904162669,-0.427188328,0.201969996,-0.018791102,0.18441543,-0.009883419,-0.035568565
-0.898540969,-0.438889652,0.201969996,-0.018233936,0.206232056,-0.009394748,-0.03822913
-0.892767846,-0.450517007,0.201969996,-0.017412752,0.236030385,-0.008951277,-0.036632791
-0.886844267,-0.462068444,0.201969996,-0.016414754,0.260507584,-0.008450234,-0.037697017
-0.880771232,-0.473542011,0.201969996,-0.015250431,0.286048979,-0.007921415,-0.039825469
-0.874549769,-0.48493577,0.201969996,-0.013777595,0.29775548,-0.007381397,-0.037164904
-0.86818092,-0.496247811,0.201969996,-0.012111513,0.311058283,-0.006794918,-0.037164904
-0.861665762,-0.507476221,0.201969996,-0.010333002,0.321168453,-0.006158416,-0.039293356
-0.855005391,-0.51861911,0.201969996,-0.008412063,0.337131828,-0.005580785,-0.049935613
-0.848200935,-0.529674593,0.201969996,-0.006356302,0.354691535,-0.005013365,-0.050467726
-0.841253533,-0.540640818,0.201969996,-0.004173127,0.362141132,-0.004403658,-0.055256739
-0.834164358,-0.551515932,0.201969996,-0.002042027,0.361609012,-0.003728068,-0.053128287
-0.826934611,-0.562298097,0.201969996,0.000191807,0.360544771,-0.003023946,-0.047275048
-0.819565501,-0.572985506,0.201969996,0.002688198,0.373847604,-0.002239844,-0.040889695
-0.812058274,-0.583576353,0.201969996,0.005358979,0.40045324,-0.001377576,-0.035036452
-0.804414199,-0.594068848,0.201969996,0.00836055,0.429187328,-0.000410392,-0.029183213
-0.796634557,-0.604461233,0,0.011714298,0.457921416,0.000567678,-0.022265747
-0.788720663,-0.614751752,0,0.015261123,0.481334388,0.001483927,-0.01747673
-0.780673849,-0.62493867,0.201969996,0.015261123,0.481334388,0.001483927,-0.014284054
-0.772495477,-0.635020265,0,0.019039793,0.494637191,0.003345211,-0.008962926
-0.764186917,-0.644994849,0,0.02756945,0.555830181,0.004377852,0.003275668
-0.755749573,-0.654860736,0,0.032339457,0.613830507,0.005324,0.007000457
-0.74718487,-0.664616257,0,0.03741489,0.672895014,0.006293319,0.012853699
-0.738494245,-0.67425978,0.201969996,0.042704485,0.727170527,0.007158534,0.012321586
-0.729679165,-0.683789673,0.201969996,0.0481149,0.77080375,0.007968926,0.011789473
-0.72074112,-0.693204326,0,0.053519621,0.80219841,0.008651104,0.00912891
-0.711681609,-0.702502162,0,0.05866247,0.82295084,0.009170647,0.005404119
-0.702502162,-0.711681609,0,0.063672468,0.83306098,0.009617011,0.002211443
-0.693204326,-0.72074112,0,0.068503544,0.834125161,0.009904223,0.001147217
-0.683789673,-0.729679165,0,0.073386341,0.838914216,0.010257368,8.30E-05
-0.67425978,-0.738494245,0,0.07827761,0.846895874,0.010578928,-0.002045459
-0.664616257,-0.74718487,0,0.08315184,0.865519822,0.010800448,-0.000449121
-0.654860736,-0.755749573,0.201969996,0.088134624,0.877226293,0.011014442,-0.002577572
