Index_COS,Index_SIN,Force_heel,Position_thigh,Velocity_thigh,Position_torso,Velocity_torso
1,0,22.41867065,0.320983171,-0.794894576,0.010505817,-0.035583623
0.999928385,0.011967687,22.41867065,0.31565398,-0.815114856,0.010756418,-0.036647849
0.999713549,0.02393366,36.75854111,0.310102344,-0.833738804,0.011273216,-0.038244188
0.999355524,0.035896204,36.75854111,0.304444313,-0.861940801,0.012014722,-0.036115736
0.99885436,0.047853608,44.4333992,0.299012065,-0.890674889,0.012877711,-0.035583623
0.99821013,0.059804157,46.65507126,0.294190079,-0.904509842,0.013695017,-0.031858835
0.997422925,0.071746134,46.65507126,0.290400892,-0.873115182,0.01450966,-0.026537707
0.996492859,0.083677841,45.84719086,0.287986577,-0.795958817,0.015218063,-0.023345031
0.995420065,0.095597563,45.84719086,0.286996871,-0.674637079,0.015851334,-0.019088127
0.994204696,0.107503593,46.04916,0.287377715,-0.529902399,0.016479734,-0.01962024
0.992846926,0.119394224,46.04916,0.288675517,-0.395809978,0.01723467,-0.015363338
0.991346951,0.131267755,47.66492081,0.290425628,-0.304286569,0.017915227,-0.014831225
0.989704984,0.143122484,47.66492081,0.292312741,-0.252671629,0.01872072,-0.007381646
0.98792126,0.154956714,50.29053116,0.294017106,-0.241497248,0.019593965,-0.000996292
0.985996037,0.166768749,51.704319,0.295745939,-0.239368796,0.020474399,0.004324836
0.983929588,0.178556897,51.704319,0.297600091,-0.2228733,0.021068921,0.00326061
0.981722212,0.190319465,51.30038071,0.299681902,-0.18615751,0.02145501,0.002728497
0.979374222,0.202054779,51.30038071,0.301961988,-0.13454257,0.021654747,-0.002592631
0.976885955,0.213761153,50.8964386,0.304009825,-0.093037769,0.021549307,-0.007381646
0.974257769,0.22543691,50.8964386,0.305572659,-0.077606507,0.021278024,-0.012170661
0.971490038,0.237080377,50.0885582,0.306454778,-0.091441438,0.020810045,-0.018023901
0.968583161,0.248689887,50.0885582,0.306551874,-0.129221454,0.020219846,-0.024941368
0.965537553,0.260263777,48.67477036,0.305821925,-0.190946534,0.019553779,-0.035583623
0.96235365,0.271800389,48.27082825,0.304205179,-0.270763457,0.018842623,-0.039308414
0.959031909,0.283298072,48.27082825,0.302076876,-0.344727159,0.017993046,-0.046757992
0.955572805,0.294755177,46.85704041,0.299594581,-0.395809978,0.01702849,-0.052611236
0.951976834,0.306170064,46.85704041,0.296987474,-0.412837595,0.016021473,-0.063253492
0.948244512,0.317541092,45.64522171,0.294360876,-0.406984329,0.014872202,-0.068042509
0.944376371,0.328866645,45.64522171,0.29196465,-0.391020954,0.013746612,-0.076024197
0.940372966,0.340145094,45.64522171,0.289724857,-0.380910814,0.012480886,-0.089327015
0.936234871,0.351374823,45.64522171,0.28764832,-0.36654377,0.011205142,-0.099437162
0.931962678,0.362554225,46.65507126,0.285854876,-0.337277561,0.009754179,-0.115932658
0.927557,0.373681698,48.47280121,0.28424409,-0.302158117,0.008265821,-0.128171265
0.923018467,0.384755649,48.47280121,0.282771051,-0.265974432,0.006936423,-0.139877737
0.91834773,0.39577449,50.29053116,0.281364202,-0.240965128,0.005596857,-0.149987876
0.913545457,0.406736645,50.29053116,0.279869944,-0.233515561,0.004451512,-0.154244781
0.908612336,0.417640542,52.10826111,0.278514534,-0.224469632,0.003480155,-0.156373233
0.903549077,0.428484615,52.10826111,0.278514534,-0.22766231,0.003480155,-0.156373233
0.898356399,0.439267322,53.92599106,0.276295453,-0.239368796,0.002120091,-0.154776901
0.893035049,0.449987111,53.92599106,0.275480092,-0.237240344,0.001585144,-0.149455756
0.88758579,0.460642449,55.74372101,0.274703592,-0.228726536,0.001126344,-0.139877737
0.8820094,0.471231809,57.35948181,0.27376911,-0.22234118,0.000783584,-0.128703356
0.87630668,0.481753674,57.35948181,0.272469521,-0.229258657,0.000640923,-0.121253788
0.870478446,0.492206537,58.9752388,0.270428717,-0.264378101,0.000556726,-0.109547302
0.864525533,0.502588901,58.9752388,0.267756045,-0.327167422,0.000606693,-0.095712371
0.858448793,0.512899279,60.79296875,0.264518499,-0.39740631,0.000660832,-0.082941666
0.852249097,0.523136194,60.79296875,0.26095894,-0.460195631,0.000763862,-0.070703067
0.845927332,0.53329818,60.99494171,0.257125527,-0.508085787,0.000787978,-0.064849824
0.839484409,0.543383776,60.99494171,0.25332579,-0.542673111,0.000723075,-0.06112504
0.832921242,0.553391547,61.39888,0.249642476,-0.561297059,0.00061676,-0.060592927
0.826238775,0.563320057,63.01464081,0.246256188,-0.563957632,0.000243414,-0.065914057
0.819437966,0.573167881,63.01464081,0.243062824,-0.556508064,-0.000370666,-0.077088423
0.812519788,0.582933611,63.01464081,0.24020052,-0.542673111,-0.001118627,-0.087730676
0.805485232,0.592615846,63.01464081,0.237763867,-0.516599536,-0.001943604,-0.102097727
0.798335306,0.602213201,63.4185791,0.235778376,-0.478287458,-0.002932656,-0.116996884
0.791071034,0.6117243,63.4185791,0.235866472,-0.026523676,-0.003868612,-0.131896049
0.783693456,0.621147782,63.62054825,0.23391591,-0.420287162,-0.004720766,-0.142006189
0.776203629,0.630482296,63.62054825,0.231815398,-0.412305474,-0.005588733,-0.147327304
0.768602631,0.639726501,64.22646332,0.229634807,-0.416562378,-0.006368725,-0.156905353
0.76089154,0.648879083,64.83236694,0.227367923,-0.433057874,-0.007133006,-0.1638228
0.753071467,0.657938725,64.83236694,0.227367923,-0.433057874,-0.007133006,-0.1638228
0.745143531,0.66690413,64.83236694,0.22496739,-0.446360677,-0.008421437,-0.172336608
0.737108868,0.675774014,64.63040161,0.22496739,-0.446360677,-0.008421437,-0.172336608
0.728968627,0.684547106,64.63040161,0.216781974,-0.505957305,-0.009421396,-0.170740277
0.720723977,0.69322215,64.42842865,0.213965103,-0.504893064,-0.009806312,-0.169676065
0.712376096,0.701797904,64.42842865,0.211151198,-0.505425215,-0.010157575,-0.167015493
0.703926181,0.710273138,63.21660995,0.208463535,-0.524581254,-0.010573527,-0.162758589
0.695375443,0.71864664,63.21660995,0.205830961,-0.529902399,-0.011012061,-0.163290709
0.686725105,0.72691721,63.21660995,0.203241885,-0.522984922,-0.011447138,-0.156905353
0.677976412,0.735083658,63.21660995,0.200598016,-0.525645494,-0.011985861,-0.15371266
0.669130608,0.743144824,63.21660995,0.197706088,-0.538948298,-0.012575328,-0.155308992
0.660188963,0.751099549,63.01464081,0.194723189,-0.549058437,-0.013164919,-0.157437444
0.651152759,0.758946694,63.01464081,0.191678211,-0.550654829,-0.013770985,-0.152648449
0.64202329,0.766685134,62.6106987,0.188507944,-0.541076779,-0.014356951,-0.151052117
0.632801864,0.774313761,62.6106987,0.185273394,-0.527241826,-0.014923193,-0.144666761
0.623489801,0.781831483,61.8028183,0.182003841,-0.518195927,-0.015392869,-0.142538309
0.614088435,0.789237223,61.8028183,0.17859824,-0.525645494,-0.015818251,-0.140409857
0.604599113,0.796529919,60.99494171,0.174865052,-0.55171901,-0.016266774,-0.134024501
0.595023194,0.803708528,60.99494171,0.171022177,-0.584710002,-0.016662953,-0.128171265
0.585362054,0.810772018,59.37918091,0.167213142,-0.612379909,-1.70E-02,-0.123914354
0.575617068,0.817719384,57.96538925,0.16355063,-0.629407465,-0.017338002,-0.119125336
0.565789635,0.824549628,57.96538925,0.159948036,-0.629407465,-0.017555399,-0.117528997
0.555881164,0.831261771,56.75357056,0.156409442,-0.618765235,-0.017706105,-0.112207867
0.545893074,0.837854851,56.75357056,0.152884007,-0.606526673,-0.017711673,-0.103161953
0.535826795,0.844327926,53.7240181,0.149387926,-0.592159569,-0.017635077,-0.094116032
0.525683769,0.850680066,53.7240181,0.145711884,-0.587902725,-0.017589506,-0.08719857
0.51546545,0.856910363,51.704319,0.142098069,-0.57193929,-0.017461097,-0.08187744
0.505173299,0.863017924,51.704319,0.138521627,-0.559168577,-0.017338812,-0.078684762
0.494808793,0.869001875,50.8964386,0.135241747,-0.535223544,-0.017099215,-0.072831519
0.484373415,0.874861358,48.67477036,0.132329747,-0.504893064,-0.01679989,-0.068574615
0.473868665,0.880595531,48.67477036,0.129784718,-0.458599299,-0.016402666,-0.067510396
0.463296037,0.886203578,45.84719086,0.127822772,-0.417094499,-0.015903585,-0.062721379
0.452657051,0.891684694,45.84719086,0.126264647,-0.370268553,-0.015267356,-0.057400249
0.44195323,0.897038094,44.63536835,0.125039652,-0.33621335,-0.014530775,-0.049418557
0.431186109,0.90226301,44.63536835,0.124076456,-0.287258953,-0.013571211,-0.039840527
0.420357228,0.907358695,43.6255188,0.123342179,-0.26384598,-0.0126476,-0.031326722
0.409468139,0.912324418,43.6255188,0.122437894,-0.248946831,-0.011650308,-0.02706982
0.398520402,0.917159468,42.8176384,0.120999746,-0.279277265,-0.010666776,-0.022280805
0.387515585,0.921863152,41.6058197,0.11887449,-0.323974758,-0.009680068,-0.022280805
0.376455263,0.926434798,41.6058197,0.116272397,-0.369204342,-0.008701378,-0.018556016
0.365341027,0.930873748,40.7979393,0.113126732,-0.404855877,-0.00778805,-0.020152353
0.354174458,0.93517937,40.7979393,0.109514982,-0.455938727,-0.006810346,-0.018023901
0.342957159,0.939351046,39.78808975,0.105832107,-0.484140694,-0.005956728,-0.016959677
0.331690739,0.943388178,39.78808975,0.102275595,-0.512874782,-0.005130289,-0.014831225
0.320376811,0.947290187,38.57627106,0.098786764,-0.535755634,-0.004375434,-0.014299112
0.309016994,0.951056516,38.57627106,0.094935946,-0.548526347,-0.003819392,-0.01589545
0.297612917,0.954686625,37.36444855,0.091021761,-0.559168577,-0.003384951,-0.022280805
0.286166213,0.958179993,36.96051025,0.08705575,-0.566086054,-0.003053857,-0.028666157
0.274678521,0.96153612,36.96051025,0.083000876,-0.569810867,-0.002811754,-0.033987287
0.263151487,0.964754526,36.55656815,0.078982726,-0.565021873,-0.002512183,-0.04037264
0.251586761,0.967834749,36.55656815,0.074866831,-0.551186919,-0.002203015,-0.047290105
0.239986006,0.970776347,36.354599,0.070762001,-0.538948298,-0.001641964,-0.051547009
0.228350872,0.973578902,36.354599,0.066829704,-0.535223544,-0.000989548,-0.051547009
0.216683031,0.976242011,36.55656815,0.063234642,-0.528838158,-0.000162968,-0.048886444
0.204984155,0.978765292,36.55656815,0.060049117,-0.508617878,0.000735772,-0.044629544
0.193255918,0.981148383,36.75854111,0.057313584,-0.476159006,0.001766913,-0.037712075
0.181500001,0.983390944,36.55656815,0.054857388,-0.445296466,0.002739926,-0.030262496
0.169718088,0.985492654,36.55656815,0.05228826,-0.431461543,0.003858373,-0.016427564
0.157911866,0.98745321,38.3742981,0.049409591,-0.43891111,0.004864076,-0.004721082
0.146083026,0.989272333,38.3742981,0.046436392,-0.458067179,0.005807139,-0.00046418
0.134233263,0.990949762,38.7782402,0.043318242,-0.483076483,0.006820387,0.008581738
0.12236428,0.992485256,38.7782402,0.040231321,-0.499571979,0.007711646,0.011242302
0.110477764,0.993878596,39.1821785,0.037198614,-0.507021546,0.008469625,0.01283864
0.098575424,0.995129582,39.1821785,0.03408356,-0.509682119,0.009236181,0.019223994
0.086658965,0.996238036,39.58612061,0.030938478,-0.504893064,0.009890073,0.02028822
0.074730094,0.997203797,39.58612061,0.027763207,-0.503828883,0.01037479,0.021884559
0.06279052,0.998026728,39.58612061,0.024501063,-0.503828883,0.010696434,0.017095543
0.050841951,0.998706712,39.78808975,0.021322841,-0.502232492,0.010848923,0.016031317
0.038886101,0.99924365,39.78808975,0.01834286,-0.501700401,0.010988804,0.009645964
0.026924681,0.999637465,39.38415146,0.015498918,-0.50063616,0.010858013,0.0069854
0.014959405,0.999888102,39.38415146,0.012717286,-0.499571979,0.01063485,0.002196385
0.002991986,0.999995524,39.58612061,0.010054108,-0.497975618,0.010271039,-0.001528405
-0.008975856,0.999959716,39.58612061,0.007558281,-0.486801267,0.00966679,-0.007381646
-0.020942418,0.999780684,38.98020935,0.005147019,-0.482012242,0.008993206,-0.016959677
-0.03290598,0.999458452,37.9703598,0.003020006,-0.474030554,0.008302914,-0.026537707
-0.044864829,0.998993067,37.9703598,0.001166415,-0.467645198,0.007674778,-0.032390948
-0.056817253,0.998384595,37.1624794,-0.000477621,-0.452213943,0.0071686,-0.041968979
-0.068761538,0.997633124,37.1624794,-0.001832483,-0.422415614,0.006723073,-0.043033205
-0.080695974,0.996738762,36.354599,-0.003189735,-0.383039266,0.00638065,-0.043033205
-0.092618853,0.995701636,36.354599,-0.004322681,-0.345259249,0.006172472,-0.047822218
-0.104528465,0.994521895,35.34474945,-0.005356668,-0.304286569,0.006110099,-0.042501092
-0.116423106,0.993199708,35.34474945,-0.006533082,-0.26384598,0.006027504,-0.039840527
-0.128301065,0.991735265,34.13293076,-0.007746524,-0.245754153,0.006017006,-0.033987287
-0.140160654,0.990128775,33.12308121,-0.009123609,-0.25320372,0.006073466,-0.028134046
-0.152000168,0.988380468,33.12308121,-0.010507953,-0.27448824,0.006149616,-0.026005594
-0.16381791,0.986490594,31.70928955,-0.011806828,-0.291515857,0.006158579,-0.024409255
-0.175612189,0.984459425,31.70928955,-0.013056753,-0.302158117,0.006218556,-0.023345031
-0.187381315,0.982287251,29.4876194,-0.014302188,-0.310671926,0.006198656,-0.022280805
-0.199123601,0.979974383,29.4876194,-0.015572445,-0.322378397,0.006205586,-0.022812918
-0.210837368,0.977521153,27.8718605,-0.016864464,-0.331956446,0.006224653,-0.016959677
-0.222520936,0.974927912,27.8718605,-0.018154265,-0.336745441,0.006208547,-0.020152353
-0.234172632,0.972195031,26.86200905,-0.019466203,-0.334616989,0.006258173,-0.014831225
-0.245790787,0.969322902,25.8521595,-0.020902703,-0.331956446,0.006340994,-0.007381646
-0.257373732,0.966311938,25.8521595,-0.022364413,-0.33621335,0.006423748,0.000600046
-0.268919819,0.963162567,23.8324604,-0.023789143,-0.344195038,0.006626967,0.007517513
-0.280427388,0.959875242,23.8324604,-0.025314644,-0.347387701,0.006954144,0.017095543
-0.291894791,0.956450433,22.82261086,-0.027015369,-0.344727159,0.007396431,0.033058926
-0.303320387,0.952888631,22.82261086,-0.028910177,-0.342066586,0.007805537,0.047958087
-0.314702537,0.949190346,22.01473045,-0.031021761,-0.34579137,0.008138242,0.054875553
-0.326039612,0.945356108,22.01473045,-0.033166017,-0.357497841,0.008495945,0.061793022
-0.337329989,0.941386466,21.00488091,-0.035259075,-0.368140101,0.008762364,0.068710484
-0.348572049,0.937281989,19.99502945,-0.03721638,-0.377718151,0.009024566,0.073499501
-0.359764184,0.933043264,19.99502945,-0.038881138,-0.385699838,0.009354389,0.074563727
-0.370904783,0.928670901,19.59108925,-0.040280737,-0.388360381,0.009626221,0.07509584
-0.381992263,0.924165521,19.59108925,-0.041370124,-0.383039266,0.009866058,0.079884857
-0.39302503,0.919527773,18.9851799,-0.042132627,-0.362286866,0.010144275,0.080949083
-0.404001504,0.91475832,18.9851799,-0.042609811,-0.333020657,0.010427644,0.084673867
-0.414920112,0.909857846,19.3891201,-0.043295402,-0.308011353,0.010702184,0.078820631
-0.425779292,0.904827052,19.3891201,-0.044111125,-0.29470855,0.010935377,0.077756405
-0.436577486,0.89966666,19.18714905,-0.045192741,-0.292047977,0.011221936,0.077756405
-0.447313149,0.894377407,18.9851799,-0.046441738,-0.293644309,0.011345044,0.074031614
-0.457984744,0.888960052,18.9851799,-0.047869589,-0.301093906,0.011343928,0.070306823
-0.468590741,0.883415371,19.59108925,-0.049385991,-0.302158117,0.011274154,0.064985693
-0.479129621,0.877744158,19.59108925,-0.050931353,-0.301029652,0.011042524,0.063389353
-0.48959987,0.871947228,19.3891201,-0.052591942,-0.312800378,0.010568047,0.056471892
-0.499999998,0.866025405,19.3891201,-0.054288048,-0.340470254,0.00989006,0.045829635
-0.510328511,0.859979541,18.37927055,-0.056110039,-0.369736433,0.009137209,0.03891217
-0.52058393,0.853810501,18.37927055,-0.057815991,-0.383571386,0.008439876,0.030930474
-0.530764785,0.84751917,17.3694191,-0.059290878,-0.390488833,0.007765345,0.026141461
-0.540869618,0.841106448,15.7536602,-0.060782157,-0.38729617,0.007210596,0.020820333
-0.550896982,0.834573253,15.7536602,-0.062287372,-0.388892502,0.006657572,0.01656343
-0.560845441,0.827920522,14.9457798,-0.063960366,-0.405387998,0.006293118,0.01283864
-0.570713569,0.821149208,14.9457798,-0.065941513,-0.44848913,0.005914228,0.009645964
-0.580499954,0.81426028,13.93593025,-0.068255484,-0.506489396,0.005645746,0.009113851
-0.590203189,0.807254728,13.93593025,-0.070869118,-0.575664103,0.005278693,0.010710189
-0.599821893,0.800133549,12.72410965,-0.073739417,-0.638985515,0.004768922,0.013902865
-0.609354684,0.792897767,12.72410965,-0.076477118,-0.666655362,0.004103694,0.014434978
-0.618800197,0.785548417,11.51229,-0.078948282,-0.661866367,0.003457098,0.013902865
-0.628157079,0.778086553,11.51229,-0.080897577,-0.618233144,0.002710974,0.01283864
-0.63742399,0.770513243,10.09850025,-0.082112432,-0.550122678,0.002120827,0.005389062
-0.646599602,0.762829571,8.482740402,-0.082699612,-0.477223247,0.001698525,0.005921174
-0.655682601,0.75503664,8.482740402,-0.082796656,-0.400599003,0.001321428,0.000600046
-0.664671686,0.747135563,6.665009975,-0.082399622,-0.327699542,0.001117936,-0.000996292
-0.67356557,0.739127474,6.665009975,-0.082399622,-0.327699542,0.001117936,-0.000996292
-0.682362978,0.73101352,5.65515995,-0.082399622,-0.211166814,0.001117936,-0.000996292
-0.691062647,0.722794866,5.65515995,-0.08157374,-0.161148205,0.000617944,-0.00631742
-0.699663339,0.714472681,4.847280025,-0.081730999,-0.137203142,0.000461925,0.000600046
-0.708163818,0.706048162,4.847280025,-0.081975579,-0.122303978,0.000107359,6.79E-05
-0.716562866,0.697522515,3.83743,-0.08232253,-0.1191113,-0.000243439,-0.002592631
-0.72485928,0.688896962,3.231519938,-0.082672827,-0.11432229,-0.000801432,-0.006849533
-0.733051872,0.680172738,3.231519938,-0.082672827,-0.118047073,-0.000801432,-0.006849533
-0.741139469,0.671351091,2.625610113,-0.083799772,-0.135606796,-0.001636097,-0.015363338
-0.749120911,0.662433287,2.625610113,-0.084575459,-0.174451038,-0.003158546,-0.024941368
-0.756995057,0.653420602,2.01970005,-0.085256137,-0.215423718,-0.003855693,-0.028666157
-0.764760778,0.644314328,2.01970005,-0.085256137,-0.238836676,-0.003855693,-0.028666157
-0.772416957,0.635115772,1.615759969,-0.086109377,-0.246818379,-0.005411101,-0.027601933
-0.779962507,0.625826244,1.615759969,-0.086448759,-0.23830457,-0.006463717,-0.030794609
-0.787396342,0.616447078,1.413789988,-0.086953811,-0.223937526,-0.007533821,-0.0345194
-0.794717398,0.606979618,1.413789988,-0.087735057,-0.209570482,-0.008588197,-0.036115736
-0.801924626,0.59742522,1.413789988,-0.08885473,-0.202653006,-0.00952423,-0.033987287
-0.809016994,0.587785252,1.413789988,-0.090584792,-0.209570482,-0.010466189,-0.035583623
-0.815993486,0.578061096,1.413789988,-0.092735834,-0.236176118,-0.011411495,-0.038776301
-0.822853103,0.568254143,1.211820006,-0.095295534,-0.271827668,-0.012186788,-0.039840527
-0.829594862,0.558365799,1.211820006,-0.09791562,-0.304286569,-0.012939534,-0.040904753
-0.836217797,0.54839748,1.211820006,-0.100514472,-0.331424326,-0.013546521,-0.041436866
-0.84272096,0.538350614,1.211820006,-0.10290391,-0.342066586,-0.014005527,-0.039308414
-0.849103417,0.528226644,1.009850025,-0.104943126,-0.339938134,-0.014326533,-0.038244188
-0.855364259,0.518027011,1.009850025,-0.106519051,-0.328763753,-0.014666861,-0.039308414
-0.861502587,0.507753181,1.009850025,-0.107716031,-0.306947142,-0.015003345,-0.039308414
-0.867517521,0.497406625,0.807879984,-0.108409703,-0.280873597,-0.015263737,-0.0345194
